SCORE,Ranked,Popularity,Members,Type,Magazine, Recommended,Mixed Feelings,Not Recommended
6.89,10149,14664,941,One-shot,LaLa DX,0,0,0
6.89,10150,14536,953,One-shot,LaLa,1,0,0
6.89,10120,32910,190,One-shot,Shounen Jump+,0,0,0
6.88,10321,28839,260,One-shot,Young Jump,0,0,0
6.88,10310,19182,604,One-shot,Dessert,1,0,0
6.88,10338,10697,1479,One-shot,Jump SQ.19,2,0,0
6.88,10348,23563,410,One-shot,LaLa DX,0,0,0
6.88,10349,16424,786,One-shot,b-Boy Phoenix,0,0,0
6.88,10352,13594,1055,One-shot,LaLa DX,0,0,0
6.88,10242,13436,1072,One-shot,Shousetsu Chara,1,0,0
6.88,10250,21016,510,One-shot,Ribon Magazine,0,0,0
6.88,10260,13813,1032,One-shot,LaLa,0,0,0
6.88,10265,5298,3490,One-shot,Comic Charge,2,0,0
6.88,10275,13635,1050,One-shot,Akamaru Jump,1,0,0
6.88,10277,14492,958,One-shot,The Margaret,0,0,0
6.88,10372,12861,1144,One-shot,Betsuma Sister,1,0,0
6.88,10373,8515,1997,One-shot,Dessert,0,0,0
6.87,10412,28334,272,One-shot,Jump SQ.19,1,0,0
6.87,10395,16176,806,One-shot,The Hana to Yume,0,0,0
6.87,10396,26838,308,One-shot,Moae,1,0,0
6.87,10422,9929,1646,One-shot,Betsucomi,1,1,0
6.87,10429,10169,1594,One-shot,Ribon Magazine,1,0,0
6.87,10449,14826,926,One-shot,Unknown,0,0,0
6.87,10451,5566,3308,One-shot,Sho-Comi,0,0,0
6.87,10457,15039,905,One-shot,FlexComix Next,0,0,0
6.87,10479,23562,410,One-shot,Canna,0,0,0
6.87,10486,17217,726,One-shot,Sho-Comi,0,0,0
6.86,10568,15929,825,One-shot,Unknown,0,0,0
6.86,10570,18824,625,One-shot,Shounen Jump (Weekly),0,0,0
6.86,10588,13202,1098,One-shot,Reijin,0,0,0
6.86,10502,27598,289,One-shot,Harta Alternative,0,0,0
6.86,10536,12489,1191,One-shot,Sho-Comi,1,0,0
6.86,10545,5700,3218,One-shot,Shounen Magazine (Weekly),1,0,0
6.86,10613,18131,665,One-shot,Magazine Be x Boy,0,0,0
6.86,10621,3343,5813,One-shot,Evening,3,0,0
6.86,10647,9758,1683,One-shot,Sho-Comi,1,0,0
6.85,10804,26268,324,One-shot,Morning,0,0,0
6.85,10753,8261,2074,One-shot,HertZ,0,0,0
6.85,10754,7263,2434,One-shot,LaLa Special,1,0,0
6.85,10771,18537,642,One-shot,Bessatsu Margaret,0,0,0
6.85,10772,21462,491,One-shot,Bessatsu Margaret,0,0,0
6.85,10717,28713,263,One-shot,Shounen Jump+,0,0,0
6.85,10673,14687,939,One-shot,Unknown,0,0,0
6.85,10681,2877,6659,One-shot,Ribon Bikkuri,2,1,0
6.85,10734,24144,390,One-shot,Canna,0,0,0
6.84,10936,26185,326,One-shot,Afternoon,1,0,0
6.84,10909,23329,418,One-shot,Shounen Rival,0,0,0
6.84,10926,32264,199,One-shot,LaLa DX,0,0,0
6.84,10929,3974,4836,One-shot,LaLa DX,0,0,0
6.84,10930,21154,504,One-shot,Unknown,0,0,0
6.84,10809,8314,2057,One-shot,Shounen Jump (Weekly),3,0,0
6.84,10812,30330,231,One-shot,Harta,0,0,0
6.84,10819,8956,1863,One-shot,Jump SQ.Rise,0,0,0
6.84,10828,16688,764,One-shot,Afternoon,0,0,0
6.84,10897,18362,652,One-shot,Young Ace,0,0,0
6.84,10903,22595,444,One-shot,"Hirari,",0,0,0
6.84,10904,20353,542,One-shot,LaLa DX,0,0,1
6.84,10864,14505,957,One-shot,Unknown,0,0,0
6.84,10875,6481,2790,One-shot,LaLa DX,0,0,0
6.84,10880,5324,3478,One-shot,Cheese!,2,1,0
6.83,11049,21869,474,One-shot,Shounen Jump+,0,0,0
6.83,10952,17622,698,One-shot,Cheese! Zoukan,0,0,0
6.83,11067,7078,2500,One-shot,LaLa,0,2,0
6.83,11068,11777,1294,One-shot,The Hana to Yume,2,0,0
6.83,11076,23198,422,One-shot,Gangan Online,0,0,0
6.83,10977,21524,488,One-shot,Ribon Magazine,0,0,0
6.83,10988,11115,1405,One-shot,LaLa DX,0,0,0
6.83,11004,10228,1579,One-shot,LaLa DX,0,0,0
6.83,11084,14450,963,One-shot,LaLa,0,0,0
6.82,11108,15377,875,One-shot,The Margaret,1,0,0
6.82,11129,21066,507,One-shot,Unknown,0,0,0
6.82,11139,14563,951,One-shot,Shounen Jump (Weekly),0,0,0
6.82,11143,25909,334,One-shot,Harta,0,0,0
6.82,11113,22832,435,One-shot,Bessatsu Margaret,1,0,0
6.82,11127,17709,692,One-shot,ComicWalker,1,0,0
6.82,11175,11170,1395,One-shot,Unknown,0,0,0
6.82,11176,9600,1717,One-shot,Unknown,1,0,0
6.82,11177,11800,1291,One-shot,Comic Yuri Hime S,0,0,0
6.82,11195,10120,1603,One-shot,Sho-Comi,0,0,0
6.82,11206,19501,587,One-shot,Gangan Online,0,0,0
6.81,11306,11733,1299,One-shot,The Hana to Yume,0,0,0
6.81,11309,2787,6888,One-shot,Shounen Jump (Weekly),0,0,1
6.81,11312,19281,599,One-shot,Reijin,0,0,0
6.81,11232,30067,236,One-shot,Jump GIGA,1,0,0
6.81,11242,29572,246,One-shot,Tonari no Young Jump,0,0,0
6.81,11243,26847,308,One-shot,Comic POOL,0,0,0
6.81,11263,10285,1567,One-shot,Bessatsu Margaret,0,0,0
6.81,11264,25603,344,One-shot,Shounen Sunday,0,0,0
6.81,11267,12771,1153,One-shot,Fig,0,0,0
6.81,11277,13332,1084,One-shot,The Margaret,0,0,0
6.81,11341,16126,810,One-shot,Unknown,0,0,0
6.8,11479,25261,354,One-shot,Comic Yuri Hime,0,0,0
6.8,11494,24452,379,One-shot,Shounen Magazine (Weekly),0,0,0
6.8,11410,18067,669,One-shot,ARIA,0,0,0
6.8,11416,6813,2627,One-shot,Betsucomi,0,0,0
6.8,11444,24476,378,One-shot,Reijin,0,0,0
6.8,11446,3217,6026,One-shot,Shounen Jump (Weekly),0,0,0
6.8,11457,14730,936,One-shot,Gangan Online,0,0,0
6.8,11384,14440,964,One-shot,Junk! Boy,0,0,0
6.8,11389,16557,775,One-shot,Ikki,0,0,0
6.8,11392,13296,1087,One-shot,Melody,0,0,0
6.8,11396,13082,1113,One-shot,LaLa Special,1,0,0
6.8,11401,2679,7168,One-shot,Jump SQ.,3,0,0
6.8,11403,23613,408,One-shot,Opera,0,0,0
6.79,11583,16363,791,One-shot,Bessatsu Margaret,0,0,0
6.79,11602,28515,267,One-shot,Gangan Online,0,0,0
6.79,11603,12934,1135,One-shot,Aka Lala,0,0,1
6.79,11606,3715,5190,One-shot,Jump SQ.,2,0,0
6.79,11496,10328,1557,One-shot,Shounen Ace,0,0,0
6.79,11509,24130,390,One-shot,Shounen Jump+,0,0,0
6.79,11520,19183,604,One-shot,Shounen Jump (Weekly),0,0,0
6.79,11539,9441,1749,One-shot,Margaret,1,0,0
6.79,11547,23567,410,One-shot,Unknown,0,1,0
6.79,11548,8434,2018,One-shot,Melody,0,1,0
6.79,11527,30963,220,One-shot,Shounen Jump+,0,0,0
6.78,11634,29222,253,One-shot,The Hana to Yume,0,0,0
6.78,11733,14936,914,One-shot,Zero-Sum WARD,0,0,0
6.78,11734,12488,1192,One-shot,Unknown,0,0,0
6.78,11740,11764,1295,One-shot,Melody,1,0,0
6.78,11741,7723,2268,One-shot,Gangan Online,1,0,0
6.78,11742,5452,3394,One-shot,Shounen Jump (Weekly),0,0,0
6.78,11750,13915,1021,One-shot,Ao Lala,0,0,0
6.78,11752,26372,321,One-shot,Unknown,0,0,0
6.78,11656,11425,1353,One-shot,Bessatsu Friend,0,0,0
6.78,11658,8581,1974,One-shot,LaLa DX,0,0,0
6.78,11679,11197,1391,One-shot,Sho-Comi,0,0,0
6.78,11759,8086,2136,One-shot,Ribon Magazine,1,0,0
6.77,11771,22017,467,One-shot,The Hana to Yume,0,0,0
6.77,11775,7229,2447,One-shot,Unknown,0,0,0
6.77,11779,10471,1527,One-shot,Betsuma Sister,0,0,0
6.77,11817,23361,416,One-shot,Jump SQ.Crown,0,0,0
6.77,11887,24410,380,One-shot,Shounen Jump (Weekly),0,0,0
6.77,11789,8002,2165,One-shot,Shounen Jump NEXT!,1,1,0
6.77,11810,29205,253,One-shot,Shounen Jump NEXT!,0,0,0
6.77,11840,14230,988,One-shot,Jump SQ.,0,0,0
6.77,11857,12681,1164,One-shot,Cheese!,0,0,0
6.77,11861,22134,462,One-shot,Shounen Jump (Weekly),0,0,0
6.77,11885,7878,2209,One-shot,Sho-Comi,0,0,0
6.76,11960,11854,1281,One-shot,Petit Comic,0,0,0
6.76,11965,28509,267,One-shot,Comic Avarus,0,0,0
6.76,11973,12462,1195,One-shot,Sho-Comi,0,0,0
6.76,11976,5735,3190,One-shot,LaLa DX,1,1,0
6.76,11977,24576,375,One-shot,LaLa DX,0,0,0
6.76,11981,18249,659,One-shot,Gangan Online,0,0,0
6.76,11983,6688,2680,One-shot,Dragon Age,0,0,0
6.76,11929,12484,1192,One-shot,Opera,0,0,0
6.76,11932,18993,616,One-shot,"Hirari,",0,0,0
6.76,11936,18529,642,One-shot,Sho-Comi,0,0,0
6.76,11912,15705,846,One-shot,Bessatsu Margaret,0,0,0
6.76,11913,20849,517,One-shot,The Margaret,0,0,0
6.76,11991,16757,758,One-shot,Chara Selection,0,1,0
6.76,12012,11017,1420,One-shot,Shounen Jump (Weekly),0,0,0
6.76,11948,31990,203,One-shot,Jump GIGA,0,0,0
6.76,11952,11172,1395,One-shot,Shounen Jump (Weekly),0,0,0
6.76,11955,27135,300,One-shot,Cheese!,0,0,0
6.76,11957,12828,1147,One-shot,Shounen Jump (Weekly),0,0,0
6.75,12130,16910,747,One-shot,Magazine Be x Boy,1,0,0
6.75,12135,805,21258,One-shot,Shounen Jump (Weekly),3,0,3
6.75,12136,21270,500,One-shot,Shounen Magazine Edge,0,0,0
6.75,12145,34060,174,One-shot,Comic Yuri Hime,1,0,0
6.75,12074,11904,1275,One-shot,The Hana to Yume,0,1,0
6.75,12100,16058,815,One-shot,The Hana to Yume,0,0,0
6.75,12105,9360,1769,One-shot,Sho-Comi,0,0,0
6.75,12116,25447,348,One-shot,LaLa,0,0,0
6.75,12121,17319,719,One-shot,Betsuma Sister,0,0,0
6.75,12123,3417,5684,One-shot,Miracle Jump,1,0,0
6.75,12126,18546,641,One-shot,Sho-Comi,0,0,0
6.75,12028,3410,5692,One-shot,ChuChu,2,3,1
6.75,12042,5850,3124,One-shot,Sho-Comi,1,0,0
6.75,12063,14596,947,One-shot,Unknown,0,0,0
6.74,12264,21624,484,One-shot,Betsucomi,0,0,0
6.74,12275,23317,418,One-shot,Dengeki Maoh,0,0,0
6.74,12276,15123,898,One-shot,Gangan Online,0,0,0
6.74,12285,7031,2519,One-shot,Margaret,0,0,0
6.74,12165,9880,1655,One-shot,Shounen Jump+,1,0,0
6.74,12168,29010,258,One-shot,Harta,0,0,0
6.74,12176,26121,328,One-shot,Afternoon,0,0,0
6.74,12240,17276,721,One-shot,Unknown,0,0,0
6.74,12246,14619,945,One-shot,Young Magazine (Weekly),0,0,0
6.74,12248,10839,1450,One-shot,Bessatsu Friend,0,0,0
6.74,12250,20391,540,One-shot,Shounen Magazine (Weekly),0,0,0
6.74,12210,18577,640,One-shot,Unknown,0,0,0
6.74,12234,10409,1541,One-shot,Jump SQ.,0,0,0
6.74,12182,27978,280,One-shot,Shounen Jump (Weekly),0,0,0
6.73,12313,29331,251,One-shot,Evening,0,0,0
6.73,12396,22516,447,One-shot,Unknown,0,0,0
6.73,12405,19966,562,One-shot,Canna,0,0,0
6.73,12409,26830,308,One-shot,Ribon Special,0,0,0
6.73,12417,24965,363,One-shot,Hana to Yume,0,0,0
6.73,12418,26375,321,One-shot,LaLa DX,0,0,0
6.73,12348,13255,1092,One-shot,LaLa Special,0,0,0
6.72,12434,17592,700,One-shot,LaLa DX,0,0,0
6.72,12437,21417,492,One-shot,Margaret,0,0,0
6.72,12538,24830,367,One-shot,Shounen Jump+,0,0,0
6.72,12545,19327,597,One-shot,Comic Gene,1,0,0
6.72,12453,16714,761,One-shot,Jump SQ.,0,1,0
6.72,12478,9124,1822,One-shot,Unknown,0,0,0
6.72,12492,12215,1235,One-shot,Big Comic Spirits,0,0,0
6.72,12496,10730,1473,One-shot,Afternoon,0,0,0
6.72,12498,8823,1896,One-shot,Unknown,0,0,0
6.72,12501,24268,386,One-shot,Unknown,0,0,0
6.72,12510,13567,1057,One-shot,Bessatsu Margaret,1,0,0
6.72,12518,20800,520,One-shot,The Hana to Yume,0,0,0
6.72,12520,21927,472,One-shot,Shounen Jump (Weekly),0,0,0
6.72,12522,23372,416,One-shot,Hana to Yume,1,0,0
6.71,12610,22434,450,One-shot,The Hana to Yume,0,0,0
6.71,12613,21578,486,One-shot,Jump SQ.,0,0,0
6.71,12620,19775,573,One-shot,LaLa,0,0,0
6.71,12558,12665,1166,One-shot,Shounen Jump (Weekly),0,1,0
6.71,12567,28186,276,One-shot,Shounen Magazine (Weekly),0,0,0
6.71,12579,16289,797,One-shot,Shounen Magazine (Weekly),1,0,0
6.71,12586,21535,488,One-shot,Margaret,1,0,0
6.71,12577,23637,407,One-shot,ARIA,0,0,0
6.71,12633,20533,534,One-shot,Unknown,1,0,0
6.71,12638,18291,656,One-shot,Unknown,1,0,0
6.71,12640,13276,1090,One-shot,Young Magazine (Monthly),0,0,0
6.71,12650,2080,9058,One-shot,Akamaru Jump,3,0,0
6.71,12655,15484,865,One-shot,Comique Hug,0,0,0
6.71,12657,25327,352,One-shot,Bessatsu Hana to Yume,1,0,0
6.71,12659,21172,503,One-shot,Chara Selection,0,0,0
6.71,12588,12289,1223,One-shot,Jump SQ.19,2,1,0
6.71,12591,9165,1813,One-shot,Unknown,2,0,0
6.7,12795,25931,334,One-shot,Shounen Jump+,0,0,0
6.7,12799,14934,914,One-shot,Shounen Magazine (Weekly),0,0,0
6.7,12802,29493,247,One-shot,Harta,0,0,0
6.7,12711,13216,1096,One-shot,The Hana to Yume,1,0,0
6.7,12756,26129,328,One-shot,Tsubomi,0,0,0
6.7,12759,15447,868,One-shot,Margaret,1,0,0
6.7,12766,4870,3858,One-shot,Shounen Jump (Monthly),0,0,0
6.7,12770,14052,1007,One-shot,Melody,0,0,0
6.7,12774,18634,637,One-shot,LaLa DX,0,0,0
6.7,12779,12619,1174,One-shot,Sylph,0,0,0
6.7,12725,8895,1878,One-shot,One Piece Magazine,1,1,0
6.72,12733,26186,326,One-shot,Shounen Jump+,0,0,0
6.7,12700,11021,1419,One-shot,Unknown,2,0,0
6.7,12744,27164,299,One-shot,Comic Yuri Hime,0,0,0
6.7,12747,6137,2963,One-shot,Young Jump,1,0,0
6.7,12749,12161,1242,One-shot,Shounen Jump+,0,1,0
6.69,12927,28721,263,One-shot,"Hirari,",0,0,0
6.69,12932,23676,406,One-shot,Sho-Comi Zoukan,0,0,0
6.69,12934,18277,657,One-shot,Afternoon,0,0,0
6.69,12897,7293,2425,One-shot,Melody,0,0,0
6.69,12902,17118,733,One-shot,Unknown,1,0,0
6.69,12905,9581,1721,One-shot,Shounen Rival,0,0,0
6.69,12909,13014,1123,One-shot,The Hana to Yume,1,0,0
6.69,12917,18616,638,One-shot,Shounen Jump NEXT!,2,0,0
6.69,12918,19717,576,One-shot,Margaret,1,0,0
6.69,12919,18568,640,One-shot,Comic ZERO-SUM,1,0,0
6.69,12838,32921,189,One-shot,Aoharu,0,0,0
6.69,12885,12577,1179,One-shot,Betsucomi,0,1,0
6.69,12888,18470,645,One-shot,Comic@loid,1,0,0
6.69,12889,27101,301,One-shot,The Hana to Yume,0,0,0
6.69,12894,12650,1168,One-shot,LaLa,0,0,0
6.69,12876,10429,1537,One-shot,Magazine Special,0,0,0
6.69,12878,2247,8427,One-shot,Gangan Online,3,1,0
6.69,12844,27932,281,One-shot,Shounen Jump (Weekly),0,0,0
6.68,12993,14415,967,One-shot,Jump SQ.,0,0,0
6.68,12997,9947,1641,One-shot,Grand Jump,1,0,0
6.68,12944,5571,3304,One-shot,Young Jump,0,0,0
6.68,12948,24994,362,One-shot,ITAN,0,0,0
6.68,13023,23924,397,One-shot,LaLa DX,0,0,0
6.68,13026,12051,1257,One-shot,Sho-Comi,0,0,0
6.68,13027,12457,1196,One-shot,Kuro LaLa,0,0,0
6.68,13028,16096,812,One-shot,Gangan Online,0,0,0
6.68,13036,29160,254,One-shot,The Hana to Yume,0,0,0
6.68,13040,30930,220,One-shot,The Hana to Yume,0,0,0
6.68,12976,20377,541,One-shot,Unknown,0,0,0
6.67,13063,13781,1037,One-shot,Shounen Jump (Weekly),0,0,0
6.67,13066,25021,361,One-shot,Fig,0,0,0
6.67,13090,16274,798,One-shot,Unknown,0,0,0
6.67,13092,27377,294,One-shot,Betsucomi,0,0,0
6.67,13078,25260,354,One-shot,Dear+,0,0,0
6.67,13083,11536,1335,One-shot,Shounen Jump (Weekly),1,0,0
6.67,13084,12509,1189,One-shot,Ryona King,1,0,0
6.67,13109,20245,547,One-shot,Unknown,0,0,0
6.67,13115,22198,460,One-shot,Afternoon,1,0,0
6.67,13132,8562,1982,One-shot,Jump SQ.,2,0,0
6.67,13140,15091,901,One-shot,Unknown,0,0,0
6.67,13146,16129,810,One-shot,The Hana to Yume,1,0,0
6.67,13147,13263,1091,One-shot,Shounen Gangan,0,0,0
6.67,13157,18886,622,One-shot,Gangan Online,1,0,0
6.67,13159,10695,1480,One-shot,Comp Ace,0,0,0
6.67,13166,26737,311,One-shot,Gangan Online,0,0,0
6.67,13176,18409,649,One-shot,Comic Magazine LYNX,0,0,0
6.67,13177,28055,278,One-shot,ARIA,0,0,0
6.67,13180,19385,594,One-shot,Sho-Comi,0,0,0
6.66,13275,24385,381,One-shot,Gangan Online,0,0,0
6.66,13282,16915,747,One-shot,Sho-Comi,0,0,0
6.66,13283,19162,606,One-shot,Gangan Online,0,0,0
6.66,13285,21116,506,One-shot,Magazine Be x Boy,0,0,0
6.66,13287,23318,418,One-shot,LaLa,0,1,0
6.66,13290,28856,260,One-shot,Zero-Sum WARD,0,0,0
6.66,13210,31803,207,One-shot,Grand Jump,0,0,0
6.66,13236,12281,1225,One-shot,Canna,0,1,0
6.66,13218,18559,640,One-shot,Wings,0,0,0
6.66,13222,7070,2501,One-shot,Jump SQ.Crown,1,0,0
6.66,13316,12048,1257,One-shot,Unknown,0,0,0
6.66,13318,32479,196,One-shot,Unknown,0,0,0
6.66,13243,18653,636,One-shot,LaLa,0,0,0
6.65,13458,26842,308,One-shot,Comic Polaris,0,0,0
6.65,13366,27305,296,One-shot,Jump SQ.,0,0,0
6.65,13369,16347,792,One-shot,Unknown,0,0,0
6.65,13371,29673,244,One-shot,Shounen Gangan,0,0,0
6.65,13373,30796,223,One-shot,Canna,0,0,0
6.65,13414,17925,679,One-shot,The Hana to Yume,0,0,0
6.65,13418,14679,940,One-shot,LaLa Special,0,0,0
6.65,13423,13619,1052,One-shot,LaLa DX,0,0,0
6.65,13430,19484,588,One-shot,"Hirari,",1,0,0
6.65,13431,14837,924,One-shot,Tsubomi,0,0,0
6.65,13436,19573,584,One-shot,Bessatsu Margaret,0,0,0
6.65,13354,8051,2148,One-shot,LaLa Special,1,0,0
6.65,13395,17500,706,One-shot,Petit Comic Zoukan,0,0,0
6.65,13407,25295,353,One-shot,Comic Yuri Hime,0,0,0
6.64,13551,14866,922,One-shot,Shounen Jump (Weekly),0,0,0
6.64,13555,22185,460,One-shot,Unknown,0,0,0
6.64,13556,15009,908,One-shot,Betsucomi,0,0,0
6.64,13559,29545,246,One-shot,LaLa DX,0,0,0
6.64,13569,18408,649,One-shot,FlexComix Flare,0,0,0
6.64,13572,9179,1811,One-shot,Sho-Comi,1,0,0
6.64,13575,29700,243,One-shot,The Hana to Yume,0,0,0
6.64,13576,27566,290,One-shot,Unknown,1,0,0
6.64,13539,28572,266,One-shot,Young Comic,0,0,0
6.64,13540,16348,792,One-shot,LaLa,0,0,0
6.64,13544,19689,577,One-shot,Bessatsu Margaret,0,0,0
6.64,13514,10327,1557,One-shot,Sho-Comi,0,0,0
6.64,13524,5632,3262,One-shot,Unknown,0,1,0
6.63,13666,25591,344,One-shot,Shounen Jump+,0,0,0
6.63,13660,27512,291,One-shot,Comic Yuri Hime,0,0,0
6.63,13676,22250,458,One-shot,LaLa Special,0,0,0
6.63,13678,19280,599,One-shot,LaLa Special,1,0,0
6.63,13682,13084,1113,One-shot,Shounen Gangan,0,0,0
6.63,13695,20000,560,One-shot,Unknown,0,0,0
6.63,13698,22165,461,One-shot,WAaI! Mahalo,0,0,0
6.63,13699,30657,225,One-shot,The Margaret,0,0,0
6.63,13616,19734,575,One-shot,Unknown,0,0,0
6.63,13620,15265,885,One-shot,Ikki,0,0,0
6.63,13623,23815,401,One-shot,Nakayoshi,0,0,0
6.63,13636,11164,1397,One-shot,LaLa DX,0,0,1
6.63,13709,30406,230,One-shot,Big Gangan,0,0,0
6.63,13718,20736,522,One-shot,Bessatsu Margaret,0,0,0
6.62,13725,28292,272,One-shot,Hana to Yume,0,0,0
6.62,13752,21141,504,One-shot,Betsucomi,0,0,0
6.62,13755,27049,302,One-shot,Shounen Sunday,0,0,0
6.62,13756,19617,581,One-shot,Shounen Magazine (Weekly),0,0,0
6.62,13828,31265,215,One-shot,Shounen Jump (Weekly),0,0,0
6.62,13743,16420,786,One-shot,Shounen Magazine (Weekly),0,0,0
6.62,13750,30335,231,One-shot,Ultra Jump,0,0,0
6.62,13781,12751,1156,One-shot,Ribon Bikkuri,0,0,0
6.62,13783,9670,1702,One-shot,Melody,0,1,0
6.62,13787,11638,1317,One-shot,Unknown,0,0,0
6.62,13796,26229,325,One-shot,Super Jump,0,0,0
6.62,13802,23398,415,One-shot,Ultra Jump Egg,0,0,0
6.62,13804,4985,3749,One-shot,ARIA,4,0,0
6.62,13807,21460,491,One-shot,The Margaret,0,0,0
6.61,13891,17162,730,One-shot,The Margaret,0,0,0
6.61,13896,16170,806,One-shot,Cheese!,0,1,0
6.61,13898,20324,543,One-shot,LaLa DX,0,0,0
6.61,13900,19235,602,One-shot,LaLa DX,0,0,0
