SCORE,Ranked,Popularity,Members,Type,Magazine, Recommended,Mixed Feelings,Not Recommended
8.1,584,1558,12094,Manhwa,KakaoPage,5,0,0
8.09,586,4095,4664,Manhwa,Naver Webtoon,3,0,0
8.08,607,1147,15447,Manhwa,Unknown,11,0,0
8.08,601,1704,10983,Manhwa,Naver Webtoon,10,1,0
8.07,624,1916,9689,Manhwa,Naver Webtoon,0,0,0
8.06,629,2204,8586,Manhwa,Naver Webtoon,3,2,0
8.06,630,3548,5447,Manhwa,Lezhin Comics Webtoon,1,0,0
8.06,633,2045,9165,Manhwa,Wink,11,0,1
8.05,651,870,19854,Manhwa,Naver Webtoon,10,3,2
8.03,691,5132,3622,Manhwa,Lezhin Comics Webtoon,3,0,0
8.03,680,1382,13375,Manhwa,Naver Webtoon,5,2,0
8.01,725,4140,4605,Manhwa,Unknown,2,0,0
8.0,751,1102,15902,Manhwa,Naver Webtoon,9,0,0
7.99,765,3262,5942,Manhwa,Toomics,5,3,0
7.98,787,3378,5753,Manhwa,Unknown,2,2,2
7.98,788,2263,8375,Manhwa,Naver Webtoon,2,0,0
7.98,771,1356,13600,Manhwa,Naver Webtoon,15,2,0
7.97,805,304,51056,Manhwa,Naver Webtoon,30,7,3
7.96,814,800,21416,Manhwa,Naver Webtoon,5,2,0
7.96,811,830,20728,Manhwa,Chance+,15,1,0
7.96,817,1450,12884,Manhwa,Unknown,6,0,1
7.96,810,806,21228,Manhwa,KakaoPage,8,1,0
7.95,842,670,25248,Manhwa,Naver Webtoon,8,0,0
7.95,847,4128,4623,Manhwa,Unknown,3,0,0
7.95,848,3514,5490,Manhwa,Comica,2,0,0
7.95,851,1779,10449,Manhwa,Lezhin Comics Webtoon,7,0,1
7.94,868,1146,15452,Manhwa,Naver Webtoon,4,0,1
7.93,903,4776,3935,Manhwa,Daum Webtoon,3,0,0
7.93,911,9558,1727,Manhwa,Naver Webtoon,3,0,0
7.93,899,1582,11840,Manhwa,Naver Webtoon,8,0,0
7.93,874,1547,12229,Manhwa,Naver Webtoon,5,1,0
7.92,931,2442,7839,Manhwa,KakaoPage,1,0,0
7.92,932,2896,6623,Manhwa,KakaoPage,2,0,1
7.92,915,951,18104,Manhwa,Naver Webtoon,7,1,0
7.92,924,2316,8201,Manhwa,Young Champ,6,0,1
7.91,954,2798,6864,Manhwa,Issue,5,0,0
7.91,941,3755,5124,Manhwa,Naver Webtoon,6,1,0
7.9,978,1546,12241,Manhwa,Naver Webtoon,3,0,0
7.89,988,2426,7890,Manhwa,KakaoPage,4,0,0
7.89,991,746,22781,Manhwa,Naver Webtoon,5,0,0
7.88,1029,5745,3185,Manhwa,Naver Webtoon,2,1,0
7.87,1040,4462,4238,Manhwa,Naver Webtoon,3,0,0
7.86,1065,3740,5142,Manhwa,KakaoPage,1,0,0
7.85,1118,3585,5390,Manhwa,Naver Webtoon,4,0,0
7.85,1105,4846,3878,Manhwa,Unknown,6,1,0
7.85,1108,1673,11238,Manhwa,Daum Webtoon,5,1,0
7.84,1127,2287,8293,Manhwa,Naver Webtoon,0,0,0
7.84,1129,1498,12556,Manhwa,Naver Webtoon,5,2,1
7.84,1142,392,41107,Manhwa,Naver Webtoon,15,4,2
7.84,1145,1887,9819,Manhwa,Naver Webtoon,6,0,0
7.83,1179,2280,8313,Manhwa,KakaoPage,4,0,0
7.83,1180,4482,4212,Manhwa,Naver Webtoon,1,0,0
7.83,1181,6563,2747,Manhwa,KakaoPage,0,0,0
7.83,1190,3734,5149,Manhwa,Daum Webtoon,3,0,2
7.82,1224,8698,1935,Manhwa,Naver Webtoon,1,0,0
7.82,1225,4414,4280,Manhwa,KakaoPage,2,0,0
7.81,1227,10010,1628,Manhwa,Naver Webtoon,5,0,0
7.81,1242,8869,1885,Manhwa,Naver Webtoon,2,0,0
7.8,1278,4748,3956,Manhwa,KakaoPage,3,0,0
7.8,1279,2301,8242,Manhwa,KakaoPage,2,3,0
7.8,1280,9547,1729,Manhwa,Naver Webtoon,0,0,0
7.8,1281,5219,3562,Manhwa,KakaoPage,3,0,0
7.8,1261,5226,3553,Manhwa,Wink,2,1,0
7.79,1298,3376,5756,Manhwa,Naver Webtoon,2,1,0
7.79,1299,3346,5807,Manhwa,Naver Webtoon,1,2,0
7.78,1366,8317,2057,Manhwa,KakaoPage,1,0,0
7.78,1344,1714,10919,Manhwa,Wink,6,2,0
7.77,1407,1823,10192,Manhwa,KakaoPage,8,0,0
7.77,1396,3722,5169,Manhwa,Unknown,3,0,0
7.77,1402,1850,10010,Manhwa,Unknown,16,5,4
7.76,1411,1193,14995,Manhwa,Naver Webtoon,4,0,0
7.76,1412,5638,3259,Manhwa,Naver Webtoon,1,0,0
7.76,1413,5589,3292,Manhwa,KakaoPage,1,0,0
7.76,1420,5129,3624,Manhwa,Daum Webtoon,2,1,0
7.76,1438,552,30059,Manhwa,Young Champ,10,1,0
7.75,1470,761,22340,Manhwa,Naver Webtoon,7,1,0
7.75,1474,6067,3010,Manhwa,Naver Webtoon,2,0,0
7.75,1464,11842,1283,Manhwa,Unknown,1,0,0
7.75,1455,3500,5516,Manhwa,Issue,7,1,0
7.74,1528,3363,5767,Manhwa,Sports Today Webtoon,4,1,0
7.74,1482,1800,10326,Manhwa,Lezhin Comics Webtoon,2,2,0
7.74,1487,8278,2070,Manhwa,Lezhin Comics Webtoon,1,0,0
7.74,1494,1428,13057,Manhwa,KakaoPage,1,0,0
7.74,1495,1453,12859,Manhwa,KakaoPage,1,1,1
7.73,1563,2328,8163,Manhwa,Naver Webtoon,7,1,0
7.73,1565,6262,2902,Manhwa,KakaoPage,3,0,0
7.73,1540,4437,4264,Manhwa,Unknown,8,0,0
7.73,1546,3928,4889,Manhwa,Unknown,3,0,1
7.72,1581,2576,7456,Manhwa,Naver Webtoon,5,4,1
7.72,1582,5059,3688,Manhwa,comico,1,0,0
7.72,1598,2132,8856,Manhwa,Chance,2,0,0
7.71,1623,6047,3018,Manhwa,KakaoPage,2,0,0
7.71,1624,7950,2190,Manhwa,Naver Webtoon,3,0,1
7.71,1625,14311,980,Manhwa,KakaoPage,0,0,0
7.7,1689,2609,7382,Manhwa,Naver Webtoon,6,1,0
7.7,1680,5738,3190,Manhwa,Naver Webtoon,3,0,0
7.7,1681,8017,2160,Manhwa,KakaoPage,1,0,0
7.7,1682,6195,2934,Manhwa,Naver Webtoon,2,0,0
7.69,1702,7603,2311,Manhwa,Lezhin Comics Webtoon,1,0,0
7.69,1715,567,29385,Manhwa,Young Champ,15,1,0
7.69,1706,12473,1198,Manhwa,Lezhin Comics Webtoon,2,0,0
7.68,1777,4264,4442,Manhwa,Naver Webtoon,1,0,0
7.68,1767,206,70882,Manhwa,Naver Webtoon,12,5,5
7.68,1787,5559,3315,Manhwa,Naver Webtoon,2,0,0
7.68,1744,3653,5293,Manhwa,JuniorChamp,5,0,0
7.68,1746,2745,7000,Manhwa,Unknown,11,1,1
7.68,1757,5279,3506,Manhwa,Wink,6,2,0
7.68,1761,2663,7209,Manhwa,Unknown,5,1,1
7.67,1804,1370,13470,Manhwa,KakaoPage,4,3,0
7.67,1823,871,19832,Manhwa,Wink,6,3,2
7.67,1845,7756,2256,Manhwa,Naver Webtoon,2,0,1
7.66,1881,2659,7219,Manhwa,Unknown,4,0,2
7.65,1915,4347,4359,Manhwa,Daum Webtoon,4,1,0
7.65,1927,2475,7739,Manhwa,Naver Webtoon,2,3,0
7.65,1907,1922,9649,Manhwa,Chance,5,1,1
7.64,1943,6797,2633,Manhwa,Sports Today Webtoon,0,0,0
7.64,1948,3869,4976,Manhwa,KakaoPage,2,0,0
7.64,1953,5920,3084,Manhwa,Naver Webtoon,2,0,0
7.64,1971,1321,13927,Manhwa,Issue,8,0,1
7.64,1956,3040,6343,Manhwa,KakaoPage,2,0,0
7.64,1957,4290,4419,Manhwa,Naver Webtoon,2,0,0
7.64,1958,4817,3901,Manhwa,Naver Webtoon,1,0,0
7.64,1959,4642,4060,Manhwa,Naver Webtoon,0,0,0
7.63,2041,1913,9695,Manhwa,Naver Webtoon,3,2,0
7.63,2043,6575,2739,Manhwa,KakaoPage,1,0,0
7.63,2033,2970,6468,Manhwa,Naver Webtoon,5,1,0
7.62,2093,8272,2070,Manhwa,Issue,2,0,0
7.62,2101,4238,4471,Manhwa,Daum Webtoon,8,0,0
7.61,2147,2514,7620,Manhwa,Naver Webtoon,6,0,0
7.61,2109,1963,9458,Manhwa,KakaoPage,5,1,0
7.62,2111,5077,3673,Manhwa,KakaoPage,1,0,0
7.61,2112,2454,7802,Manhwa,KakaoPage,2,0,0
7.61,2113,19075,612,Manhwa,KakaoPage,0,0,0
7.61,2114,1478,12696,Manhwa,KakaoPage,3,0,0
7.61,2119,5154,3606,Manhwa,Naver Webtoon,3,0,0
7.6,2203,1619,11596,Manhwa,KakaoPage,2,0,0
7.6,2205,4781,3927,Manhwa,KakaoPage,1,0,0
7.6,2207,6078,3001,Manhwa,KakaoPage,0,0,0
7.6,2208,7657,2287,Manhwa,Naver Webtoon,2,0,0
7.6,2174,1976,9418,Manhwa,Comic Champ,3,0,0
7.59,2271,4023,4766,Manhwa,Party,7,2,0
7.59,2235,11720,1302,Manhwa,Naver Webtoon,1,0,0
7.59,2245,3625,5334,Manhwa,Unknown,0,0,0
7.59,2238,5501,3359,Manhwa,Naver Webtoon,0,0,0
7.59,2239,3467,5573,Manhwa,KakaoPage,4,0,0
7.58,2323,3493,5532,Manhwa,KakaoPage,2,0,0
7.58,2324,10790,1461,Manhwa,Naver Webtoon,2,0,0
7.58,2298,9062,1838,Manhwa,IQ Jump,1,0,0
7.58,2311,3168,6116,Manhwa,Unknown,3,0,0
7.58,2312,1784,10429,Manhwa,Unknown,12,1,2
7.57,2406,1846,10033,Manhwa,KakaoPage,1,0,0
7.57,2356,3353,5794,Manhwa,Naver Webtoon,2,0,0
7.57,2359,9920,1647,Manhwa,Lezhin Comics Webtoon,2,0,0
7.57,2382,810,21123,Manhwa,Comic Champ,3,0,1
7.57,2384,4819,3900,Manhwa,Unknown,2,0,0
7.56,2455,5736,3190,Manhwa,Naver Webtoon,2,0,0
7.56,2409,1183,15091,Manhwa,KakaoPage,4,0,0
7.56,2410,1052,16746,Manhwa,Naver Webtoon,2,1,0
7.56,2411,2933,6551,Manhwa,KakaoPage,0,2,0
7.56,2414,2976,6454,Manhwa,KakaoPage,1,1,0
7.56,2418,30830,222,Manhwa,Naver Webtoon,0,0,0
7.56,2432,4989,3746,Manhwa,Daum Webtoon,0,1,1
7.56,2421,4812,3905,Manhwa,Daum Webtoon,5,0,0
7.56,2470,5227,3552,Manhwa,Wink,6,0,0
7.56,2472,2087,9032,Manhwa,Unknown,12,2,2
7.56,2473,5629,3266,Manhwa,Unknown,3,2,0
7.55,2542,3250,5965,Manhwa,Naver Webtoon,2,2,0
7.55,2538,208,70036,Manhwa,Naver Webtoon,25,11,9
7.55,2517,3959,4850,Manhwa,KakaoPage,1,0,0
7.55,2518,5087,3662,Manhwa,KakaoPage,1,0,0
7.55,2519,5663,3240,Manhwa,KakaoPage,0,0,0
7.55,2521,3284,5909,Manhwa,Naver Webtoon,0,3,2
7.54,2551,6970,2549,Manhwa,Naver Webtoon,2,0,0
7.54,2575,7712,2273,Manhwa,Wink,2,0,1
7.54,2582,1440,12966,Manhwa,Comic Champ,3,1,0
7.54,2554,3248,5968,Manhwa,KakaoPage,3,0,1
7.54,2558,14137,998,Manhwa,Naver Webtoon,2,0,0
7.53,2656,1917,9689,Manhwa,KakaoPage,1,0,0
7.53,2657,5014,3723,Manhwa,KakaoPage,0,1,0
7.53,2635,904,19045,Manhwa,Booking,12,1,3
7.52,2706,12688,1163,Manhwa,Naver Webtoon,1,0,0
7.52,2709,3688,5232,Manhwa,Lezhin Comics Webtoon,4,1,0
7.52,2746,3768,5106,Manhwa,Naver Webtoon,2,0,0
7.52,2747,3505,5512,Manhwa,KakaoPage,1,0,0
7.52,2748,6158,2952,Manhwa,Naver Webtoon,1,0,0
7.52,2751,20123,553,Manhwa,KakaoPage,1,0,0
7.52,2703,490,33508,Manhwa,KakaoPage,3,0,1
7.52,2720,7364,2402,Manhwa,Unknown,2,0,0
7.51,2793,6371,2854,Manhwa,Naver Webtoon,5,0,0
7.51,2796,1802,10322,Manhwa,Naver Webtoon,3,1,1
7.52,2745,1971,9438,Manhwa,Naver Webtoon,4,0,2
7.51,2755,2571,7471,Manhwa,Naver Webtoon,2,0,0
7.51,2756,2691,7132,Manhwa,KakaoPage,2,0,0
7.51,2757,15338,879,Manhwa,Naver Webtoon,0,0,0
7.51,2758,10769,1466,Manhwa,Naver Webtoon,1,0,0
7.51,2759,4591,4107,Manhwa,Naver Webtoon,0,0,0
7.51,2760,2656,7241,Manhwa,KakaoPage,3,1,0
7.51,2812,4731,3967,Manhwa,Unknown,3,1,0
7.51,2771,8816,1899,Manhwa,Lezhin Comics Webtoon,2,1,0
7.51,2773,5484,3375,Manhwa,Lezhin Comics Webtoon,1,2,0
7.51,2780,4653,4048,Manhwa,Naver Webtoon,0,0,0
7.5,2895,3648,5299,Manhwa,Naver Webtoon,4,1,2
7.5,2903,6031,3025,Manhwa,Lezhin Comics Webtoon,5,0,0
7.5,2863,18945,619,Manhwa,Naver Webtoon,0,0,0
7.5,2864,6719,2669,Manhwa,Naver Webtoon,0,1,0
7.5,2866,7195,2461,Manhwa,Naver Webtoon,1,0,0
7.5,2868,11866,1280,Manhwa,KakaoPage,0,0,0
7.5,2830,5050,3695,Manhwa,Unknown,0,1,1
7.49,2906,4219,4490,Manhwa,KakaoPage,1,0,3
7.49,2921,17519,705,Manhwa,Unknown,0,0,0
7.49,2923,2647,7267,Manhwa,KakaoPage,1,0,0
7.49,2924,14406,968,Manhwa,Naver Webtoon,0,0,0
7.49,2927,8684,1939,Manhwa,Naver Webtoon,1,0,0
7.48,3026,10243,1576,Manhwa,Naver Webtoon,0,0,0
7.48,3027,3931,4884,Manhwa,Naver Webtoon,3,0,0
7.48,3028,9789,1674,Manhwa,Naver Webtoon,1,0,0
7.48,3013,6276,2895,Manhwa,Naver Webtoon,1,2,0
7.48,3044,4585,4111,Manhwa,Naver Webtoon,4,0,0
7.47,3124,1417,13149,Manhwa,KakaoPage,2,0,1
7.47,3125,6550,2752,Manhwa,Naver Webtoon,1,0,0
7.47,3126,9375,1765,Manhwa,Unknown,1,0,0
7.47,3127,10779,1465,Manhwa,KakaoPage,0,0,0
7.46,3130,7524,2335,Manhwa,Naver Webtoon,1,0,0
7.46,3134,6249,2910,Manhwa,Naver Webtoon,1,0,1
7.46,3135,6386,2846,Manhwa,KakaoPage,1,0,0
7.46,3136,7049,2510,Manhwa,Naver Webtoon,0,1,0
7.46,3137,1664,11285,Manhwa,KakaoPage,1,2,1
7.46,3138,9361,1769,Manhwa,KakaoPage,1,1,0
7.46,3155,6726,2666,Manhwa,Party,1,0,0
7.46,3190,9606,1716,Manhwa,Unknown,3,0,0
7.45,3242,2469,7764,Manhwa,Naver Webtoon,2,0,0
7.45,3214,2433,7867,Manhwa,Chance,5,1,0
7.45,3225,4983,3752,Manhwa,Party,2,1,0
7.44,3350,4379,4321,Manhwa,Naver Webtoon,3,0,0
7.44,3294,5656,3246,Manhwa,KakaoPage,0,0,0
7.44,3300,17749,690,Manhwa,Naver Webtoon,2,0,0
7.44,3301,1217,14807,Manhwa,Naver Webtoon,1,2,1
7.44,3303,11047,1416,Manhwa,Naver Webtoon,0,0,0
7.44,3304,14150,998,Manhwa,Naver Webtoon,1,0,0
7.44,3305,2920,6572,Manhwa,KakaoPage,4,0,0
7.43,3437,19060,612,Manhwa,KakaoPage,1,0,0
7.43,3438,18414,649,Manhwa,Naver Webtoon,1,0,0
7.43,3440,17191,728,Manhwa,KakaoPage,2,0,0
7.43,3441,11023,1419,Manhwa,KakaoPage,0,0,0
7.43,3453,5327,3477,Manhwa,Daum Webtoon,1,0,0
7.43,3403,2512,7622,Manhwa,Unknown,4,0,0
7.42,3498,5852,3124,Manhwa,Lezhin Comics Webtoon,1,1,1
7.42,3547,3940,4873,Manhwa,KakaoPage,0,2,0
7.42,3548,2991,6429,Manhwa,Naver Webtoon,0,2,1
7.42,3549,11091,1410,Manhwa,Lezhin Comics Webtoon,0,0,0
7.42,3550,19093,610,Manhwa,Naver Webtoon,0,0,0
7.42,3551,11118,1403,Manhwa,KakaoPage,0,0,0
7.42,3552,14226,989,Manhwa,KakaoPage,0,0,0
7.42,3553,20999,510,Manhwa,Naver Webtoon,1,0,0
7.42,3493,12200,1237,Manhwa,Daum Webtoon,0,0,0
7.42,3531,3977,4833,Manhwa,Unknown,3,2,1
7.41,3555,2882,6654,Manhwa,KakaoPage,2,0,0
7.41,3558,4390,4312,Manhwa,KakaoPage,1,0,1
7.41,3559,4250,4458,Manhwa,Naver Webtoon,1,0,0
7.41,3560,11326,1369,Manhwa,KakaoPage,1,0,0
7.41,3562,5441,3401,Manhwa,KakaoPage,0,1,0
7.41,3563,3141,6159,Manhwa,Naver Webtoon,1,0,1
7.41,3564,7350,2406,Manhwa,KakaoPage,3,0,1
7.41,3565,9565,1724,Manhwa,KakaoPage,1,0,0
7.41,3568,15974,821,Manhwa,Naver Webtoon,1,0,0
7.41,3615,2572,7466,Manhwa,Wink,4,0,1
7.41,3599,15572,857,Manhwa,Daum Webtoon,1,0,0
7.4,3714,9132,1820,Manhwa,Daum Webtoon,1,0,0
7.4,3678,7294,2425,Manhwa,KakaoPage,1,0,1
7.4,3680,23274,419,Manhwa,Lezhin Comics Webtoon,0,0,0
7.4,3681,11055,1415,Manhwa,Naver Webtoon,1,0,0
7.4,3682,5812,3144,Manhwa,KakaoPage,3,0,0
7.4,3683,5540,3333,Manhwa,KakaoPage,1,0,0
7.39,3752,6145,2959,Manhwa,Unknown,3,1,0
7.39,3740,6389,2842,Manhwa,Naver Webtoon,1,1,0
7.39,3741,6046,3018,Manhwa,KakaoPage,2,0,0
7.39,3742,1526,12368,Manhwa,KakaoPage,3,0,0
7.39,3743,21730,480,Manhwa,Naver Webtoon,1,0,0
7.39,3744,13921,1020,Manhwa,KakaoPage,0,0,0
7.38,3861,10132,1602,Manhwa,Naver Webtoon,0,0,0
7.38,3862,7510,2341,Manhwa,Naver Webtoon,3,0,1
7.38,3863,6815,2626,Manhwa,Naver Webtoon,1,0,0
7.38,3849,15114,900,Manhwa,Lezhin Comics Webtoon,1,1,0
7.38,3858,17072,737,Manhwa,Daum Webtoon,1,0,0
7.38,3880,5502,3359,Manhwa,Daum Webtoon,3,0,0
7.38,3808,3032,6352,Manhwa,Unknown,4,1,1
7.38,3811,4649,4053,Manhwa,Unknown,2,0,0
7.38,3825,10187,1589,Manhwa,Unknown,1,1,0
7.37,3986,7041,2513,Manhwa,KakaoPage,2,2,0
7.37,3987,3989,4814,Manhwa,KakaoPage,1,0,0
7.37,3988,8292,2064,Manhwa,KakaoPage,0,0,0
7.37,3912,26687,313,Manhwa,Unknown,0,0,0
7.37,3923,669,25266,Manhwa,KakaoPage,7,2,4
7.37,3949,3061,6291,Manhwa,Unknown,3,0,0
7.36,4055,5724,3198,Manhwa,Naver Webtoon,5,0,0
7.36,3996,1926,9631,Manhwa,KakaoPage,3,1,0
7.36,3997,4423,4273,Manhwa,Naver Webtoon,0,0,0
7.36,4000,20782,520,Manhwa,Naver Webtoon,0,0,0
7.36,4066,6732,2662,Manhwa,Party,2,0,0
7.36,4079,4774,3936,Manhwa,Wink,2,0,0
7.36,4091,2722,7063,Manhwa,Unknown,2,0,1
7.35,4198,15519,862,Manhwa,Unknown,1,0,0
7.35,4202,10279,1568,Manhwa,Lezhin Comics Webtoon,3,0,0
7.35,4179,6680,2684,Manhwa,Naver Webtoon,1,0,0
7.35,4152,6217,2925,Manhwa,Naver Webtoon,2,0,0
7.35,4153,15322,880,Manhwa,Naver Webtoon,1,0,0
7.35,4157,12776,1153,Manhwa,KakaoPage,0,0,0
7.35,4158,11882,1278,Manhwa,Naver Webtoon,2,0,0
7.35,4099,6795,2633,Manhwa,Comic Champ,1,0,0
7.35,4103,11296,1375,Manhwa,Wink,2,0,0
7.35,4111,7513,2340,Manhwa,Unknown,1,0,0
7.34,4272,12745,1157,Manhwa,Daum Webtoon,1,0,0
7.34,4248,3588,5386,Manhwa,Daiwon,5,0,0
7.34,4254,8329,2054,Manhwa,Unknown,1,1,0
7.34,4227,4351,4354,Manhwa,Naver Webtoon,0,1,0
7.34,4228,10044,1621,Manhwa,KakaoPage,3,0,0
7.34,4229,4756,3952,Manhwa,KakaoPage,1,1,0
7.34,4232,19908,565,Manhwa,KakaoPage,2,0,0
7.33,4365,4075,4701,Manhwa,Naver Webtoon,1,0,0
7.33,4368,8772,1912,Manhwa,Naver Webtoon,0,0,0
7.33,4369,8460,2012,Manhwa,KakaoPage,0,0,0
7.33,4370,15755,841,Manhwa,Naver Webtoon,0,1,0
7.33,4371,11551,1333,Manhwa,Naver Webtoon,0,0,0
7.33,4372,20511,535,Manhwa,Naver Webtoon,0,1,0
7.33,4373,13187,1099,Manhwa,KakaoPage,0,0,1
7.33,4302,5503,3359,Manhwa,Naver Webtoon,3,0,1
7.33,4325,8273,2070,Manhwa,Unknown,2,0,1
7.33,4326,3451,5610,Manhwa,Unknown,2,4,2
7.32,4509,4015,4775,Manhwa,KakaoPage,1,0,2
7.32,4510,7577,2323,Manhwa,KakaoPage,1,0,0
7.32,4511,3800,5065,Manhwa,KakaoPage,1,0,0
7.32,4512,7507,2343,Manhwa,KakaoPage,1,0,0
7.32,4513,16813,754,Manhwa,KakaoPage,0,0,0
7.32,4517,14972,911,Manhwa,Naver Webtoon,3,0,0
7.32,4420,14032,1009,Manhwa,KakaoPage,1,0,0
7.32,4450,5519,3345,Manhwa,Unknown,3,0,0
7.32,4495,3426,5665,Manhwa,Comic Champ,1,0,0
7.32,4501,3860,4991,Manhwa,Naver Webtoon,3,0,0
7.31,4580,13049,1119,Manhwa,Unknown,1,0,0
7.31,4581,3056,6296,Manhwa,Unknown,4,0,0
7.31,4586,5104,3648,Manhwa,Naver Webtoon,1,0,0
7.31,4518,9799,1673,Manhwa,Naver Webtoon,0,0,0
7.31,4520,6036,3023,Manhwa,KakaoPage,0,0,0
7.31,4521,6923,2569,Manhwa,KakaoPage,0,0,0
7.31,4522,3605,5363,Manhwa,Naver Webtoon,1,0,0
7.31,4523,11092,1409,Manhwa,KakaoPage,1,0,0
7.31,4524,15773,839,Manhwa,Naver Webtoon,0,0,0
7.31,4525,4200,4516,Manhwa,KakaoPage,1,0,0
7.31,4527,8234,2086,Manhwa,Naver Webtoon,1,0,0
7.31,4528,16203,804,Manhwa,KakaoPage,0,0,0
7.31,4597,3115,6216,Manhwa,Unknown,8,1,0
7.31,4609,9724,1690,Manhwa,Party,0,1,0
7.31,4619,7394,2387,Manhwa,Unknown,1,0,0
7.31,4564,8524,1995,Manhwa,Naver Webtoon,0,0,0
7.31,4574,12614,1174,Manhwa,Lezhin Comics Webtoon,0,0,0
7.3,4697,7317,2418,Manhwa,Naver Webtoon,1,0,0
7.3,4698,7729,2265,Manhwa,KakaoPage,1,0,0
7.3,4699,7482,2355,Manhwa,KakaoPage,1,0,0
7.3,4700,5400,3426,Manhwa,KakaoPage,2,0,0
7.3,4701,6199,2933,Manhwa,KakaoPage,1,0,1
7.3,4702,6678,2685,Manhwa,KakaoPage,1,0,0
7.3,4703,19676,579,Manhwa,KakaoPage,0,0,0
7.31,4529,9761,1683,Manhwa,Naver Webtoon,1,0,0
7.3,4648,11050,1416,Manhwa,Party,0,0,0
7.3,4656,15740,843,Manhwa,Unknown,1,0,0
7.29,4826,11417,1355,Manhwa,Unknown,1,0,0
7.29,4765,12075,1253,Manhwa,comico,0,0,0
7.29,4779,15126,898,Manhwa,Wink,0,0,0
7.29,4780,8493,2002,Manhwa,Party,0,1,0
7.29,4790,1712,10937,Manhwa,Booking,1,1,0
7.29,4805,10801,1459,Manhwa,Unknown,0,0,0
7.29,4807,9425,1753,Manhwa,Unknown,2,0,0
7.29,4773,7167,2471,Manhwa,KakaoPage,1,0,0
7.29,4774,23343,417,Manhwa,KakaoPage,2,0,0
7.28,4939,24754,370,Manhwa,Naver Webtoon,1,0,0
7.27,4940,7042,2514,Manhwa,KakaoPage,0,0,0
7.28,4942,14118,1001,Manhwa,Naver Webtoon,0,0,0
7.28,4943,18105,667,Manhwa,KakaoPage,2,0,0
7.28,4944,10083,1611,Manhwa,KakaoPage,0,0,0
7.28,4947,14815,927,Manhwa,Naver Webtoon,0,0,0
7.28,4872,12538,1184,Manhwa,Unknown,0,0,0
7.28,4885,3770,5102,Manhwa,Unknown,2,0,0
7.28,4898,11037,1417,Manhwa,Daiwon,3,0,0
7.28,4974,10726,1474,Manhwa,Naver Webtoon,1,0,0
7.27,5080,4802,3912,Manhwa,Naver Webtoon,2,0,1
7.27,5081,6937,2563,Manhwa,KakaoPage,2,0,0
7.27,4995,1535,12305,Manhwa,Lezhin Comics Webtoon,6,0,2
7.27,4999,17245,723,Manhwa,Lezhin Comics Webtoon,0,0,0
7.27,5003,27281,297,Manhwa,Unknown,0,0,0
7.27,5029,5635,3259,Manhwa,Unknown,0,0,0
7.27,5035,6411,2832,Manhwa,Unknown,2,0,0
7.27,5058,8274,2070,Manhwa,Party,1,0,0
7.27,5073,8537,1990,Manhwa,Unknown,3,0,0
7.26,5092,8602,1968,Manhwa,KakaoPage,1,0,0
7.26,5093,2651,7248,Manhwa,KakaoPage,2,1,1
7.26,5094,21006,510,Manhwa,Naver Webtoon,0,0,0
7.26,5096,5752,3178,Manhwa,KakaoPage,2,0,0
7.26,5098,11110,1405,Manhwa,KakaoPage,0,0,0
7.26,5117,8450,2014,Manhwa,Naver Webtoon,1,0,0
7.26,5104,9500,1738,Manhwa,comico,3,0,0
7.25,5299,26267,324,Manhwa,Unknown,1,0,0
7.25,5304,18778,629,Manhwa,Daum Webtoon,1,0,0
7.25,5261,2608,7384,Manhwa,Naver Webtoon,3,0,1
7.25,5263,10858,1448,Manhwa,KakaoPage,1,0,0
7.25,5265,9291,1783,Manhwa,Naver Webtoon,0,0,0
7.25,5219,9454,1746,Manhwa,Unknown,1,0,0
7.24,5326,14980,911,Manhwa,Lezhin Comics Webtoon,1,0,0
7.24,5346,7113,2489,Manhwa,Issue,2,0,0
7.24,5355,9133,1820,Manhwa,Wink,1,0,0
7.24,5364,12935,1134,Manhwa,Unknown,2,0,0
7.24,5336,2600,7407,Manhwa,Naver Webtoon,1,1,0
7.24,5337,2066,9096,Manhwa,KakaoPage,4,0,1
7.24,5338,10970,1427,Manhwa,Naver Webtoon,0,0,0
7.24,5339,2917,6582,Manhwa,Naver Webtoon,0,0,0
7.24,5340,18117,666,Manhwa,KakaoPage,0,0,0
7.24,5341,5043,3700,Manhwa,Naver Webtoon,2,0,0
7.24,5342,18851,624,Manhwa,Naver Webtoon,1,0,0
7.23,5515,9895,1653,Manhwa,Naver Webtoon,0,0,0
7.23,5516,5075,3673,Manhwa,KakaoPage,1,0,0
7.23,5517,4163,4576,Manhwa,KakaoPage,0,1,0
7.23,5491,11758,1296,Manhwa,Naver Webtoon,0,0,0
7.23,5503,5368,3446,Manhwa,KakaoPage,1,0,0
7.23,5505,14753,934,Manhwa,Naver Webtoon,1,0,0
7.23,5438,16666,766,Manhwa,Unknown,1,0,0
7.23,5523,12070,1254,Manhwa,Issue,0,0,0
7.23,5526,8103,2130,Manhwa,Unknown,0,0,0
7.23,5534,14575,949,Manhwa,Party,3,0,0
7.23,5535,5407,3423,Manhwa,Naver Webtoon,1,1,0
7.23,5467,8068,2140,Manhwa,Unknown,0,0,0
7.22,5588,7100,2493,Manhwa,Naver Webtoon,5,0,0
7.22,5667,10763,1467,Manhwa,Naver Webtoon,1,1,0
